Tweet,PositiveWord,NegativeWords,TotalPostive,TotalNegative,Polarity 
rt dpakman can anyone explain to me what trump actually did on vaccination any government would generally fund research it s not spec ,nan,nan,1,1,neutral
rt derrickdmv me before covid vs now ,nan,nan,0,0,neutral
rt justintrudeau update on delivery schedules from pfizer we ll now get at least 1 million doses of their covid 19 vaccine each week fro ,nan,nan,0,0,neutral
rt senbillcassidy democrats 1 9t covid bill may not contain much relief for americans but it does contain 86b to bail out liberal ,nan,nan,1,1,neutral
 nj vaccine which vaccine are they giving at this location ,nan,nan,0,0,neutral
rt h mitchellphoto this is just a quick reminder that trump had absolutely nothing to do with the development of the pfizer vaccine ,['trump'],nan,1,0,Positive
leesburg mar 12 climate hi 80 lo 55 precip 0 0 snow 0 0 ,nan,['mar'],0,1,Negative
sanford mar 12 climate hi 80 lo 55 precip 0 0 snow 0 0 ,nan,['mar'],0,1,Negative
rt hilliatfields why did they call it covid road map amp not the road to demask us ,nan,['not'],0,1,Negative
7 day new covid case average in poland is 14 000 poland is a third of ontario so worried about my family there ,nan,['worried'],0,1,Negative
fort pierce mar 12 climate hi 79 lo 55 precip 0 0 snow 0 0 ,nan,['mar'],0,1,Negative
vero beach mar 12 climate hi 79 lo 55 precip 0 0 snow 0 0 ,nan,['mar'],0,1,Negative
 borisosery today s the day we ll cross 100 million vaccine doses administered and gt 65 million americans with 1 d ,nan,nan,0,0,neutral
tennessee reported 1 543 new cases and 16 additional deaths linked to covid 19 on friday there are now 12 572 acti ,nan,nan,0,0,neutral
rt 4evernevertrump johncornyn you re a fucking idiot biden said he wants everybody eligible to receive the vaccine by may 1 it will l ,nan,"['fucking', 'idiot']",0,2,Negative
rt crewcrew do mike pompeo s lavish dinner parties with wealthy ceos a former major league baseball commissioner reba mcentire and a n ,"['lavish', 'wealthy']",nan,2,0,Positive
rt repvaldemings we request that the department of justice immediately review the well documented reporting of apparent and blatant poli ,nan,nan,1,1,neutral
rt timrunshismouth it still blows my mind how many people think they ll die from covid merely by leaving their house ,nan,['die'],0,1,Negative
rt cheer snow0122 kevankenney mtv snow man s performance is really grandeur please play grandeur by snow man request snowman mtv ,"['cheer', 'grandeur']",nan,2,0,Positive
rt colin cambray ok switzerland italy austria latvia lithuania estonia luxembourg iceland south africa norway denmark have all ,nan,nan,0,0,neutral
 ayshaufarah i got the vaccine got my second dose today ,nan,nan,0,0,neutral
 theoriginalowl he put us in this position by lying about how covid travelled he constantly lied about what he did ,nan,"['lying', 'lied']",0,2,Negative
rt jimwatsonottawa you can now get city of ottawa covid 19 vaccine updates to your inbox click here to sign up and select covid 19 va ,nan,nan,0,0,neutral
rt senschumer thank you president biden thank you vice president harris thank you speaker pelosi together democrats delivered b ,nan,nan,1,1,neutral
rt krosen nw now that we have merrick garland as ag let s not forget that loeffler and perdue engaged in insider trading making of c ,nan,['not'],0,1,Negative
rt peterschiff joebiden is wrong we re not coming out of the darkest period in u s history we re just entering it the problem wasn ,nan,"['wrong', 'not', 'problem']",0,3,Negative
rt coprpostmarch18 international students and temporary visa holders are not more immune to covid 19 virus than im visa holders issued po ,nan,"['not', 'virus']",0,2,Negative
rt thelaurenchen if they put chick fil a in charge of vaccine distribution everyone who wants the shot would have it by the end of the m ,nan,nan,0,0,neutral
rt alicia smith19 glaxosmithkline plans to apply for emergency use authorisation for an experimental covid 19 treatment after initial cli ,nan,['emergency'],0,1,Negative
rt willrdupree performance venues have been thru a lot during the pandemic dealing with covid 19 closures amp cuts i checked in this we ,nan,nan,0,0,neutral
rt dearauntcrabby mornin nasties another friday in covidland feeling encouraged and less crabby knowing that joeisincontrol mojoj ,nan,['crabby'],0,1,Negative
we might get 2 feet of snow and i am so excited ,['excited'],nan,1,0,Positive
rt bbcweather some window rattling weather out there the latest radar shows heavy rain pushing east with gusty winds in the south and ,nan,nan,0,0,neutral
not going forget my friends and colleagues who are giving covid vaccinations i ll happily hand you over when war tribunals begin ,nan,nan,1,1,neutral
one of your neighbors published an article in the health amp fitness section read their story on patch the views e ,nan,nan,0,0,neutral
rt cbcqueenspark new premier doug ford has apologized to mpp sol mamakwa for wrongly accusing him of jumping the line for a covid19 v ,nan,"['wrongly', 'accusing']",0,2,Negative
tarrant county to begin covid vaccinations of those 50 and older next week ,nan,nan,0,0,neutral
illinois gov j b pritzker says he s confident illinois can meet president biden s may 1 deadline for making all a ,['confident'],nan,1,0,Positive
rt saskhealth over 10 000 appointments for covid 19 vaccinations for 80 plus already made through the patient booking system over 5 000 ,['patient'],nan,1,0,Positive
rt charlesallen the new vaccine registration portal is a big improvement but we know not everyone is online or uses a call center i ve ,nan,nan,1,1,neutral
rt cnbc u s tops 100 million covid vaccine doses administered 13 of adults now fully vaccinated ,['tops'],nan,1,0,Positive
rt 1angrybride1 mattnettoaarpri taragranahan rihealth agefriendlyri have they discussed why we are allowing 35 year old non us citize ,nan,nan,0,0,neutral
 kerrywashington kerry washington worked her 49 jobs for like 20 hrs a day for a year during covid while the rest o ,"['worked', 'like']",nan,2,0,Positive
rt abc new vice pres kamala harris celebrates signing of covid relief bill the president promised help is on the way and today help ,"['relief', 'promised']",nan,2,0,Positive
got the vaccine,nan,nan,0,0,neutral
no one is immune to dragging on this app ,nan,['dragging'],0,1,Negative
rt charlesallen the new vaccine registration portal is a big improvement but we know not everyone is online or uses a call center i ve ,nan,nan,1,1,neutral
imagine all the infinitely more fun ways you could expose yourself to covid in morgantown and choosing to do it at wvu up all night,['fun'],nan,1,0,Positive
rt redbridgelive it s been one year since who declared covid 19 a global pandemic jas athwal shares a personal message of hope and ren ,nan,nan,0,0,neutral
rt wsjopinion democrats shot down even modest improvements to the 1 9 trillion covid bill in time they may pay a price for it writes ,"['modest', 'improvements']",nan,2,0,Positive
rt mattmfm no the former president who spent a year pretending covid would magically go away talked about injecting bleach and lied to ,nan,['lied'],0,1,Negative
rt johnpavlovitz breaking joe biden is crushing this presidency and republicans are rightly terrified while we re getting vaccines co ,nan,"['breaking', 'crushing']",0,2,Negative
 hend72674988 nanhayworth donaldjtrumpjr so how is calling it a hoax working hard how is refusing vaccine agree ,nan,"['hoax', 'hard', 'refusing']",0,3,Negative
rt vicgovdh yesterday there were no new cases reported 16 612 test results were received thank you to everyone who got tested everyt ,['thank'],nan,1,0,Positive
rt kit yates maths it s exactly a year since patrick vallance told the uk public on the curve we are maybe four weeks or so behind ita ,nan,nan,0,0,neutral
rt timfprice if a single case of covid can shut down an entire state then any vaccine injury should shut down all vaccine programmes ,nan,['injury'],0,1,Negative
 mt newman monicagandhi9 fauci says 30 of infected could get long covid ,nan,['infected'],0,1,Negative
rt gopchairwoman biden spent the majority of his speech last night misleading the american people on the vaccine it is only thanks to ,nan,['misleading'],0,1,Negative
rt adriansummer9 aliciakearns please speakouttohelpout excludeduk workers in rutlandandmelton who have been without meaningful suppor ,['meaningful'],nan,1,0,Positive
rt weaponizedword1 virginia kroger now says it administered empty syringes instead of covid 19 vaccines ,nan,nan,0,0,neutral
rt ursidaesuits you arrive back home just to find a big fluffy cat on your favorite couch a beautiful white snep with hints of purple ,"['favorite', 'beautiful']",nan,2,0,Positive
rt politicsforali breaking every adult in the uk will be offered at least one dose of the coronavirus vaccine by june 10 via thetimes ,nan,['breaking'],0,1,Negative
rt j hancock sometimes dhss charges missouri lawmakers for records other times it has left out important details from records it has tu ,['important'],nan,1,0,Positive
yes we randomly put some numbers relating to covid through some max msp patch bunged in some processing stuff and hey presto,nan,['randomly'],0,1,Negative
rt neilmcmahon how can joe biden be promising vaccine availability to every adult american by may 1 which is in seven weeks yet austr ,['promising'],nan,1,0,Positive
 therealhoarse got my 2nd vaccine so in 2 weeks i get to meet new great niece ,['great'],nan,1,0,Positive
rt themcfiles44 man that thing is scary steve bannon and war room shocked at joe biden s dead black eyes during covid address vi ,nan,"['scary', 'shocked', 'dead']",0,3,Negative
rt oxxrowanxxo sean hannity says biden should thank trump for what 500k covid deaths for downplaying a pandemic for causing an ins ,"['thank', 'trump']",nan,2,0,Positive
new evidence shows pfizer vaccine s effectiveness against uk variant silent spread ,"['effectiveness', 'silent']",nan,2,0,Positive
